TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
01-03-2021 0.00,TXN00006924,A00001616,PLC00006186,02-01-2018,21-02-2021,24-02-2021,Property,91.29,26000,Sylvia Moua,8125 Glynnwood Drive,,Montgomery,AL,36117,275-59-5857,N,28,44,Y,6,H,Own,MI,22766678,QQKE67668908413328,Bachelor,A,Minor Loss,Police,1,0,CA,Hayward,11,AGENT00213,VNDR00325
01-03-2021 0.00,TXN00006925,A00007649,PLC00004423,24-06-2010,12-02-2021,17-02-2021,Travel,71.4,5000,Dustin Peed,201 Lee Boulevard,,Savannah,GA,31405,581-10-1475,Y,57,47,Y,2,H,Rent,MI,67191512,NIST27951986709740,Bachelor,A,Total Loss,None,1,1,CT,Manchester,7,AGENT00460,VNDR00275
01-03-2021 0.00,TXN00006926,A00007462,PLC00004227,28-05-2018,18-02-2021,23-02-2021,Mobile,6.45,500,James Percy,109 East 64th Street,,Savannah,GA,31405,642-54-7248,Y,42,118,Y,4,M,Rent,MI,54192168,QCXE69555930222626,MD,A,Total Loss,Ambulance,1,1,TN,Nashville,2,AGENT00983,VNDR00365
01-03-2021 0.00,TXN00006927,A00008324,PLC00000411,30-11-2017,27-02-2021,27-02-2021,Property,134.43,32000,Lillie Bloom,2079 Nashboro Boulevard,,Nashville,TN,37217,627-45-6845,Y,36,9,Y,3,H,Rent,MI,68223832,IBXI19851863255911,MD,A,Total Loss,Police,1,1,FL,Panama City,9,AGENT00909,VNDR00366
01-03-2021 0.00,TXN00006928,A00005944,PLC00005282,21-07-2018,11-02-2021,16-02-2021,Life,89.05,87000,Kenneth Hammond,195 Kennedy Road,,Manchester,CT,6042,868-04-6056,N,61,62,Y,2,M,Rent,LI,125390527,WIEI73900674703933,High School,A,Major Loss,Police,1,1,AL,Montgomery,11,AGENT01113,VNDR00317
01-03-2021 0.00,TXN00006929,A00000362,PLC00003173,10-08-2010,25-02-2021,26-02-2021,Travel,75.78,3000,Pat Brooks,6823 Forsythe Drive,,Panama City,FL,32404,705-02-0729,Y,28,35,Y,7,M,Own,LI,99524445,MMEF70887630860344,Bachelor,A,Minor Loss,Police,0,1,MD,Laurel,20,AGENT01182,VNDR00122
01-03-2021 0.00,TXN00006930,A00007996,PLC00002695,07-08-2010,11-02-2021,16-02-2021,Travel,64.48,1000,Charity Blaine,235 17th Street Southeast,,Washington,DC,20003,850-88-0263,Y,27,55,Y,7,L,Rent,MI,87008737,VDBC52442638353651,High School,A,Total Loss,Police,1,1,AL,Montgomery,11,AGENT00963,VNDR00520
01-03-2021 0.00,TXN00006931,A00008369,PLC00004268,23-10-2013,19-02-2021,22-02-2021,Motor,121.1,7000,Dan Conti,840 Fontaine Road,,Derby,VT,5829,022-01-2954,N,33,51,Y,5,L,Rent,LI,121964083,PYUO93979758300670,Bachelor,A,Major Loss,None,0,0,CA,Rancho Palos Verdes,9,AGENT00825,VNDR00122
01-03-2021 0.00,TXN00006932,A00003037,PLC00006678,11-01-2013,13-02-2021,18-02-2021,Travel,50.85,2000,Marilyn Creed,1710 Massachusetts Avenue Southeast,,Washington,DC,20003,519-46-0453,N,63,93,Y,3,M,Mortgage,MI,16029499,JXWF33163168295643,Bachelor,A,Total Loss,Ambulance,0,0,MD,Glen Burnie,15,AGENT00316,
01-03-2021 0.00,TXN00006933,A00004937,PLC00000795,05-07-2012,18-02-2021,23-02-2021,Property,93.28,16000,Imogene Labelle,427 Gulf View Drive,,Panama City Beach,FL,32413,550-68-4701,Y,40,114,Y,2,L,Rent,MI,44238252,MGPV07057889929280,Masters,A,Major Loss,None,0,0,VT,Rutland,13,AGENT01044,VNDR00407
01-03-2021 0.00,TXN00006934,A00000018,PLC00004214,27-08-2019,11-02-2021,16-02-2021,Life,89.01,77000,Charles Johnson,89 High Ledge Circle,,Manchester,CT,6040,012-62-3043,Y,30,30,Y,7,L,Mortgage,HI,121307747,DSUU01064165303796,Bachelor,A,Minor Loss,Ambulance,0,1,AR,Fayetteville,12,AGENT01049,VNDR00433
01-03-2021 0.00,TXN00006935,A00008940,PLC00001352,24-06-2019,17-02-2021,22-02-2021,Health,183.15,4000,Jenifer Holland,112 3rd Street Northeast,,Washington,DC,20002,535-52-3716,Y,44,13,N,6,H,Own,HI,92124266,FSLE95757999224505,College,A,Total Loss,None,0,0,CT,Groton,12,AGENT00483,VNDR00071
01-03-2021 0.00,TXN00006936,A00009511,PLC00005495,27-09-2017,11-02-2021,16-02-2021,Life,59.74,11000,Walter Martin,32 Amsden Street,#1,Arlington,MA,2474,898-57-6863,N,40,58,Y,6,L,Mortgage,MI,44870225,DLEO27447154639293,Bachelor,A,Minor Loss,Ambulance,1,1,MD,Pasadena,16,AGENT00003,VNDR00527
01-03-2021 0.00,TXN00006937,A00000389,PLC00008751,30-12-2013,11-02-2021,16-02-2021,Life,55.5,66000,Douglas Guarnera,2443 Sierra Nevada Road,#N5,Mammoth Lakes,CA,93546,060-85-6161,Y,48,24,Y,2,M,Mortgage,MI,51463007,BVAJ16237099039538,Masters,A,Major Loss,None,1,1,VT,Moretown,18,AGENT00260,VNDR00315
01-03-2021 0.00,TXN00006938,A00008341,PLC00000874,09-06-2016,24-02-2021,25-02-2021,Life,73.85,82000,Arthur Stanhope,2534 Willena Avenue,,Montgomery,AL,36107,689-47-6934,Y,49,108,Y,7,L,Mortgage,LI,103034164,TWTF26410282008177,College,A,Total Loss,None,1,0,AL,Montgomery,9,AGENT00473,VNDR00260
01-03-2021 0.00,TXN00006939,A00008230,PLC00003391,28-03-2012,22-02-2021,24-02-2021,Mobile,8.8,700,Benjamin Chaisson,122 Summer Street,#1,Medford,MA,2155,418-80-3784,Y,31,67,Y,4,L,Rent,MI,84795441,CZZH35425076198631,Bachelor,A,Major Loss,None,0,0,MD,Hanover,0,AGENT00147,
01-03-2021 0.00,TXN00006940,A00009580,PLC00004853,26-11-2015,13-02-2021,18-02-2021,Property,125.43,36000,Rebecca Warren,7301 Northwest 113th Terrace,,Oklahoma City,OK,73162,731-18-3090,N,37,92,Y,5,M,Mortgage,MI,64218650,ITRT52171777527915,High School,A,Minor Loss,Ambulance,0,1,GA,Savannah,2,AGENT00486,
02-03-2021 0.00,TXN00006941,A00004486,PLC00001591,11-04-2016,23-02-2021,25-02-2021,Mobile,6.16,100,Linda Gilstrap,1123 Ardee Avenue,,Nashville,TN,37216,026-50-5113,N,61,62,Y,4,L,Mortgage,LI,109153078,THYM78063557142890,College,A,Major Loss,Ambulance,0,1,GA,Savannah,1,AGENT00562,VNDR00495
02-03-2021 0.00,TXN00006942,A00006455,PLC00001250,06-02-2018,13-02-2021,18-02-2021,Motor,119.1,7000,John Smith,54 Gentry Court,,Annapolis,MD,21403,770-82-4403,Y,37,91,Y,4,L,Mortgage,HI,97691613,SMQW01338943426361,College,A,Minor Loss,Ambulance,0,1,CO,Arvada,22,AGENT00203,
02-03-2021 0.00,TXN00006943,A00003151,PLC00004042,18-08-2014,14-02-2021,19-02-2021,Motor,82.33,10000,Portia Gilliland,130 Old Route 103,,Chester,VT,5143,124-89-1776,Y,53,8,Y,3,M,Mortgage,MI,111361625,ZXCN19531139911164,Masters,A,Minor Loss,Police,1,1,MD,Severn,8,AGENT00436,VNDR00098
02-03-2021 0.00,TXN00006944,A00009728,PLC00005736,29-09-2013,17-02-2021,22-02-2021,Property,101.54,21000,David Cook,5688 Johnson Court,,Arvada,CO,80002,246-30-8777,N,25,85,Y,3,L,Rent,MI,37575883,ILEC52018135089067,High School,A,Minor Loss,Ambulance,1,1,AL,Montgomery,5,AGENT00992,VNDR00164
02-03-2021 0.00,TXN00006945,A00004275,PLC00008987,08-03-2012,23-02-2021,25-02-2021,Property,99.11,17000,Samuel Depp,314 Lallemand Court,,Nashville,TN,37211,893-42-7654,Y,39,51,Y,5,L,Own,MI,72919132,JLCN12591067930432,Bachelor,A,Major Loss,Ambulance,1,0,KY,Louisville,2,AGENT00066,VNDR00523
02-03-2021 0.00,TXN00006946,A00009926,PLC00009783,22-09-2013,25-02-2021,26-02-2021,Travel,66.91,3000,Carlos Tabor,3623 Chateau Lane,,Louisville,KY,40219,656-32-4443,Y,25,38,Y,2,M,Mortgage,MI,84982775,ABQY82678333111943,High School,A,Total Loss,Ambulance,1,0,CT,Manchester,8,AGENT00680,VNDR00429
02-03-2021 0.00,TXN00006947,A00009120,PLC00008374,01-07-2011,11-02-2021,16-02-2021,Life,66.74,88000,Jaclyn Santiago,2643 North Sierra Avenue,,Fayetteville,AR,72703,707-19-1047,Y,56,73,Y,3,M,Mortgage,MI,127514123,VTJV38947458315171,College,A,Major Loss,None,0,0,VT,Woodbury,2,AGENT00665,
02-03-2021 0.00,TXN00006948,A00009472,PLC00005483,14-12-2017,25-02-2021,26-02-2021,Motor,120.94,9000,Milton Norman,5038 North Cimarron Drive,,Beverly Hills,FL,34465,806-46-0026,Y,55,100,Y,5,M,Rent,LI,72193767,VCVD53537465464312,College,A,Total Loss,Police,1,0,KY,Louisville,22,AGENT00534,
02-03-2021 0.00,TXN00006949,A00001296,PLC00003729,24-03-2018,28-02-2021,28-02-2021,Property,149.77,34000,Carla Little,449 15th Street Northeast,,Washington,DC,20002,750-69-9525,N,28,71,Y,3,H,Rent,MI,99013668,LWSY55594561055777,Bachelor,A,Major Loss,Ambulance,1,1,AK,Anchorage,22,AGENT00158,
02-03-2021 0.00,TXN00006950,A00008055,PLC00007931,05-01-2011,22-02-2021,25-02-2021,Health,191.73,14000,Edward Chisam,33 Chesapeake Mobile Court,,Hanover,MD,21076,878-89-4460,Y,47,14,Y,7,H,Rent,LI,10605136,CKOC93570956376971,Bachelor,A,Minor Loss,Police,0,1,MD,Crofton,7,AGENT00303,VNDR00275
02-03-2021 0.00,TXN00006951,A00001925,PLC00002694,20-08-2016,22-02-2021,25-02-2021,Life,93.98,37000,Verona Levinson,5110 East Shoshone Avenue,,Orange,CA,92867,029-21-5167,Y,27,53,Y,6,L,Mortgage,MI,65207453,WKPV42261816055108,Bachelor,A,Major Loss,Police,1,1,OK,Norman,5,AGENT00115,
02-03-2021 0.00,TXN00006952,A00001717,PLC00006139,19-03-2015,01-03-2021,01-03-2021,Motor,124.74,5000,Tarsha Fornes,140 William Chambers Junior Drive,,Glen Burnie,MD,21060,615-69-1726,Y,45,19,Y,3,L,Mortgage,HI,106175347,RUNR06028447141201,High School,A,Major Loss,None,0,1,TN,Nashville,3,AGENT01173,VNDR00325
02-03-2021 0.00,TXN00006953,A00008953,PLC00005935,10-04-2019,14-02-2021,19-02-2021,Life,92.66,54000,Jeri Erickson,37 Parlmont Park,,Billerica,MA,1862,716-88-7560,N,29,93,Y,6,M,Mortgage,MI,94395226,ZLOF66863566976856,Bachelor,A,Total Loss,Ambulance,1,0,OK,Oklahoma City,20,AGENT00348,VNDR00374
02-03-2021 0.00,TXN00006954,A00000567,PLC00008569,12-12-2015,12-02-2021,17-02-2021,Motor,100.27,8000,Patrick Holien,425 Middle Turnpike East,,Manchester,CT,6040,291-08-4375,Y,41,48,Y,2,L,Own,HI,66229838,XAIE41143672753989,High School,A,Minor Loss,Police,1,1,OK,Midwest City,3,AGENT00066,VNDR00474
02-03-2021 0.00,TXN00006955,A00009507,PLC00006493,12-09-2013,21-02-2021,24-02-2021,Travel,75.71,5000,Harold Grigg,1709 West Market Street,,Louisville,KY,40203,736-37-1057,Y,53,8,Y,2,L,Rent,LI,79557791,URBF32681613423740,Masters,A,Major Loss,None,1,1,FL,Panama City Beach,5,AGENT00385,VNDR00077
02-03-2021 0.00,TXN00006956,A00005607,PLC00003678,02-06-2013,21-02-2021,24-02-2021,Life,66.92,30000,Randall Smiley,6233 South Hampton Drive,,Montgomery,AL,36116,601-35-0641,Y,31,44,Y,7,L,Own,HI,56745500,KTMR55844180464566,College,A,Minor Loss,Police,0,1,AZ,Glendale,2,AGENT00339,VNDR00144
02-03-2021 0.00,TXN00006957,A00004797,PLC00008838,10-03-2017,16-02-2021,21-02-2021,Property,145.79,15000,Zachary Hatley,4604 West 19th Court,,Panama City,FL,32405,828-83-7313,Y,33,46,Y,4,L,Mortgage,MI,64301677,FCBK65232146530626,High School,A,Total Loss,None,1,1,AZ,Waddell,16,AGENT00527,VNDR00440
02-03-2021 0.00,TXN00006958,A00009098,PLC00007779,25-11-2010,12-02-2021,17-02-2021,Mobile,6.29,700,Derrick Arch,32512 Christine Drive,,Union City,CA,94587,881-62-2723,Y,49,48,Y,4,L,Mortgage,MI,115299191,NPEQ78718259116780,Bachelor,A,Major Loss,Other,1,1,AR,Fayetteville,5,AGENT00930,
02-03-2021 0.00,TXN00006959,A00005512,PLC00000094,04-02-2019,14-02-2021,19-02-2021,Health,122.84,17000,Russell Jackson,14854 Bay View Circle,,Panama City Beach,FL,32413,356-38-1332,Y,52,12,Y,4,L,Mortgage,HI,11016588,QIEP52482740068367,Masters,A,Minor Loss,Ambulance,1,0,OK,Oklahoma City,9,AGENT00743,
02-03-2021 0.00,TXN00006960,A00007206,PLC00008209,24-09-2017,13-02-2021,18-02-2021,Life,97.83,19000,Michael Echols,1753 Zion Road,#E33,Fayetteville,AR,72703,346-33-7035,Y,63,82,N,5,L,Mortgage,MI,97522698,MKEU41936293847129,College,A,Major Loss,Police,1,0,AR,Fayetteville,4,AGENT00441,
02-03-2021 0.00,TXN00006961,A00009240,PLC00001317,07-10-2013,21-02-2021,24-02-2021,Travel,97.88,1000,Albert Ford,7090 West 64th Avenue,,Arvada,CO,80003,240-93-4081,Y,52,21,Y,5,M,Own,MI,112387705,TTSL89198501264167,Masters,A,Minor Loss,Other,1,1,GA,Savannah,5,AGENT00688,VNDR00399
03-03-2021 0.00,TXN00006962,A00000410,PLC00002918,27-06-2015,14-02-2021,19-02-2021,Property,88.11,37000,Jennifer Taylor,531 Bobbin Mill Road,,Lunenburg,VT,5906,174-21-0781,Y,34,35,Y,4,H,Mortgage,LI,19198916,OITX46426482591737,High School,A,Minor Loss,Police,1,1,CA,Hayward,16,AGENT00660,VNDR00083
03-03-2021 0.00,TXN00006963,A00002747,PLC00005991,23-06-2015,17-02-2021,22-02-2021,Mobile,8.23,100,Harold Dow,6342 West Wheeler Road,,Fayetteville,AR,72704,007-39-4648,Y,38,78,Y,7,M,Mortgage,HI,105565783,ULED50537636636473,Bachelor,A,Major Loss,Other,0,0,DC,Washington,19,AGENT00035,
03-03-2021 0.00,TXN00006964,A00001008,PLC00003807,12-11-2010,19-02-2021,24-02-2021,Mobile,10.27,200,Cleveland Frazee,141 West Leslie Lane,,Panama City Beach,FL,32407,173-34-1577,Y,49,39,Y,4,M,Rent,MI,90275638,AYII79289688499268,High School,D,Major Loss,Ambulance,1,1,FL,Panama City,7,AGENT00772,VNDR00203
03-03-2021 0.00,TXN00006965,A00004771,PLC00009181,02-08-2015,20-02-2021,25-02-2021,Travel,62.84,1000,Jon Ross,513 Habberton Road,,Fayetteville,AR,72703,717-53-9035,Y,50,32,Y,7,L,Own,MI,93348229,FMCS33767814831198,High School,A,Total Loss,Police,1,1,CA,Sutter Creek,0,AGENT00451,
03-03-2021 0.00,TXN00006966,A00003778,PLC00009875,21-06-2011,17-02-2021,22-02-2021,Travel,59.76,3000,Keith Lebrun,982 Stonington Drive,,Arnold,MD,21012,662-49-0759,N,25,13,Y,2,M,Mortgage,MI,84423056,IOYX35180860789257,PhD,A,Minor Loss,None,0,1,GA,Savannah,17,AGENT00984,VNDR00275
03-03-2021 0.00,TXN00006967,A00007019,PLC00005818,01-08-2016,24-02-2021,26-02-2021,Travel,94.26,3000,Ronald Austin,2A Cleveland Park Rd,,Freetown,MA,2717,878-56-3099,Y,62,49,Y,4,M,Mortgage,MI,53670539,ZRCL22765247423632,High School,A,Total Loss,Police,1,0,AK,Anchorage,18,AGENT00249,
03-03-2021 0.00,TXN00006968,A00002696,PLC00005404,22-09-2016,18-02-2021,23-02-2021,Health,147.89,2000,Oscar Haynes,4927 Alvin Sperry Road,,Mount Juliet,TN,37122,847-45-9393,Y,32,82,Y,2,M,Own,LI,36152809,DZWP59641776390155,Bachelor,A,Minor Loss,Police,0,1,VT,,12,AGENT00163,
03-03-2021 0.00,TXN00006969,A00002944,PLC00003065,13-04-2016,15-02-2021,20-02-2021,Life,81.01,94000,Raymond Greenhouse,7024 Johnny Mercer Boulevard,,Savannah,GA,31410,690-64-9594,Y,43,114,Y,4,L,Mortgage,HI,11878739,CPXJ40808818905974,Bachelor,A,Minor Loss,Police,1,1,FL,Panama City,19,AGENT00922,VNDR00456
03-03-2021 0.00,TXN00006970,A00009713,PLC00000931,01-02-2013,16-02-2021,21-02-2021,Health,198.13,2000,John Romero,416 Ridge Street Northwest,,Washington,DC,20001,536-52-1068,Y,53,44,Y,6,M,Rent,HI,111023992,XSVG89899048233177,Bachelor,A,Minor Loss,Ambulance,1,1,AK,Anchorage,11,AGENT00953,
03-03-2021 0.00,TXN00006971,A00000973,PLC00009900,22-11-2017,22-02-2021,25-02-2021,Travel,97.15,4000,Judith Chapman,1523 South 9th Street,,Louisville,KY,40208,133-10-4286,Y,61,82,Y,4,L,Mortgage,HI,58671449,IDFE04740107999194,College,D,Total Loss,Police,1,1,VT,Reading,7,AGENT01021,
03-03-2021 0.00,TXN00006972,A00004659,PLC00001284,15-01-2011,24-02-2021,26-02-2021,Travel,91.26,5000,Denise Harrell,200 Pheasant Avenue,#103,Louisville,KY,40118,102-87-9494,N,50,56,Y,3,L,Mortgage,LI,21158106,BVVF79160473727030,Bachelor,A,Total Loss,None,0,0,OK,Norman,16,AGENT01023,VNDR00042
03-03-2021 0.00,TXN00006973,A00008457,PLC00007617,02-11-2012,20-02-2021,25-02-2021,Mobile,11.9,300,Lillian Jones,1234 Carmel Street,,Madera,CA,93638,873-16-2677,Y,59,99,Y,2,L,Own,HI,103767431,VHYR70668536492151,High School,A,Total Loss,Ambulance,0,1,CO,Fort Collins,10,AGENT00416,VNDR00564
03-03-2021 0.00,TXN00006974,A00005379,PLC00003353,23-08-2017,16-02-2021,21-02-2021,Property,124.79,14000,Franklin Treadwell,2325 Eastridge Circle,,Moore,OK,73160,377-29-9316,Y,32,55,Y,7,H,Own,MI,88862367,UTTZ92638116988702,Masters,A,Major Loss,Police,1,0,CA,Newark,14,AGENT00838,VNDR00370
03-03-2021 0.00,TXN00006975,A00004845,PLC00003374,11-08-2011,20-02-2021,25-02-2021,Health,172.39,2000,James Stewart,10819 Bluegrass Parkway,,Jeffersontown,KY,40299,358-72-6983,N,27,13,Y,7,M,Own,MI,71699178,ZIMJ68448563750851,High School,A,Minor Loss,Ambulance,1,0,AZ,Glendale,13,AGENT00123,VNDR00498
03-03-2021 0.00,TXN00006976,A00001258,PLC00003937,24-09-2017,22-02-2021,25-02-2021,Motor,84.32,9000,Daniel Sansotta,7025 Queen Street,,Arvada,CO,80004,021-74-6025,N,56,100,Y,5,M,Rent,MI,117997129,LNOO03108128403306,High School,A,Minor Loss,None,1,1,OK,Norman,20,AGENT00463,VNDR00090
04-03-2021 0.00,TXN00006977,A00000468,PLC00006254,21-09-2017,17-02-2021,22-02-2021,Motor,113.2,5000,Shirley Clary,6231 North 59th Avenue,#35,Glendale,AZ,85301,221-79-5061,N,44,106,N,2,M,Rent,LI,105526463,LCQQ39796960099390,Masters,A,Total Loss,Other,0,1,FL,Merritt Island,22,AGENT00182,VNDR00600
04-03-2021 0.00,TXN00006978,A00008089,PLC00003726,30-11-2013,18-02-2021,23-02-2021,Health,200,18000,Mary Oyler,103 Chevis Road,,Savannah,GA,31419,631-74-8013,Y,34,12,Y,6,L,Mortgage,HI,77359988,TZOI16145627579045,Bachelor,A,Total Loss,None,0,0,FL,Port Charlotte,13,AGENT00952,VNDR00137
04-03-2021 0.00,TXN00006979,A00001489,PLC00005791,13-03-2014,23-02-2021,26-02-2021,Health,100.64,17000,Diana Jarvis,55620 Jolon Road,,King City,CA,93930,208-16-5367,Y,42,18,Y,7,L,Own,MI,75053066,VUKK06659232414419,Masters,A,Major Loss,Police,1,1,KY,Louisville,17,AGENT00311,VNDR00372
04-03-2021 0.00,TXN00006980,A00002595,PLC00008089,02-04-2015,21-02-2021,26-02-2021,Property,107.67,23000,Rheba Johnson,17615 Center Drive,,Fountain,FL,32438,861-67-4022,Y,64,24,Y,3,L,Rent,HI,82877659,PJSL37267486312748,High School,A,Minor Loss,Police,1,1,AZ,Glendale,5,AGENT00159,
04-03-2021 0.00,TXN00006981,A00000657,PLC00003099,17-06-2017,15-02-2021,20-02-2021,Life,68.84,74000,John Pittman,16 Clark Street,,,VT,5150,852-57-5088,N,54,51,Y,7,L,Own,LI,24793597,TPJP38120811702769,NA,A,Minor Loss,Ambulance,1,1,OK,Oklahoma City,16,AGENT00294,VNDR00276
04-03-2021 0.00,TXN00006982,A00001174,PLC00009610,17-11-2016,01-03-2021,01-03-2021,Motor,106.69,1000,Todd Gould,8704 Bayberry Place,,Plantation,KY,40242,191-59-1112,N,43,32,Y,4,M,Rent,HI,113071942,IXSQ06145804446786,High School,A,Total Loss,Ambulance,1,1,AK,Anchorage,14,AGENT00515,
04-03-2021 0.00,TXN00006983,A00001782,PLC00001779,10-10-2013,03-03-2021,03-03-2021,Life,52.71,82000,Helen Thammavongsa,10151 West 64th Avenue,,Arvada,CO,80004,385-42-8381,N,37,57,Y,5,L,Mortgage,HI,49396539,VNEJ24824035770745,Bachelor,A,Total Loss,Ambulance,1,0,GA,Savannah,13,AGENT00265,VNDR00445
04-03-2021 0.00,TXN00006984,A00007295,PLC00001032,28-10-2012,03-03-2021,03-03-2021,Mobile,10.45,700,Ethel Vaughn,3901 West End Avenue,#902,Nashville,TN,37205,458-39-3957,Y,50,51,Y,5,M,Mortgage,LI,55956167,KSXI62351382457799,Bachelor,A,Major Loss,Other,0,1,VT,Vergennes,8,AGENT00116,VNDR00389
04-03-2021 0.00,TXN00006985,A00000611,PLC00007636,17-08-2015,01-03-2021,01-03-2021,Life,62.98,34000,Bill Mcgee,1014 South 2nd Street,#508,Louisville,KY,40203,534-79-9986,Y,56,45,Y,5,M,Own,HI,66171148,BLER35321190755232,Bachelor,A,Minor Loss,Police,1,1,AK,Anchorage,1,AGENT00816,VNDR00243
04-03-2021 0.00,TXN00006986,A00005636,PLC00009189,07-02-2014,26-02-2021,28-02-2021,Motor,114.54,2000,Linda Thomas,6687 Xenon Drive,,Arvada,CO,80004,287-77-3887,N,30,23,Y,3,M,Rent,HI,112354288,JYFR73031372238169,Masters,A,Major Loss,Ambulance,0,1,TN,Nashville,0,AGENT00844,VNDR00112
04-03-2021 0.00,TXN00006987,A00000733,PLC00004798,04-01-2017,22-02-2021,25-02-2021,Property,135.59,15000,Robert Atwood,225 Kennedy Road,,Manchester,CT,6042,249-08-3243,Y,40,33,Y,5,L,Rent,LI,62116932,DKEB12420800347288,Bachelor,A,Major Loss,Ambulance,0,1,AK,Anchorage,1,AGENT01156,VNDR00456
04-03-2021 0.00,TXN00006988,A00006284,PLC00004162,19-11-2015,26-02-2021,28-02-2021,Life,88.37,57000,Harold Farnam,2320 Northwest 113th Place,,Oklahoma City,OK,73120,205-26-8088,N,29,63,Y,4,L,Mortgage,HI,63944226,QIDO83023831039707,High School,A,Total Loss,Police,0,1,TN,Nashville,0,AGENT00451,VNDR00286
04-03-2021 0.00,TXN00006989,A00006235,PLC00008854,21-04-2014,16-02-2021,21-02-2021,Property,117.56,18000,Robert Kase,1416 Ridgewood Avenue,,Panama City,FL,32404,378-97-6600,Y,54,40,Y,3,M,Mortgage,LI,55457514,NLBG05515187229336,Bachelor,A,Major Loss,Ambulance,1,1,VT,Barre,3,AGENT00715,
04-03-2021 0.00,TXN00006990,A00005837,PLC00006069,07-04-2016,19-02-2021,24-02-2021,Property,108.91,13000,Michael Thomas,7041 Coe Road,,Panama City,FL,32404,474-53-6396,Y,38,36,Y,3,M,Own,MI,67636064,ZCGP13850251793609,Bachelor,A,Total Loss,Police,1,1,DC,Washington,3,AGENT00577,VNDR00505
04-03-2021 0.00,TXN00006991,A00005405,PLC00009975,27-11-2019,15-02-2021,20-02-2021,Travel,65.41,4000,Kevin Jeffery,3365 Wyndham Drive,,Fremont,CA,94536,140-95-1456,Y,45,96,Y,7,M,Own,HI,90161865,VQAZ60397141109098,College,A,Minor Loss,Police,1,1,CT,Manchester,13,AGENT00680,VNDR00169
04-03-2021 0.00,TXN00006992,A00002724,PLC00002758,15-05-2018,13-02-2021,18-02-2021,Health,154.09,6000,Brenda Miller,552 Maynadier Lane,,Crownsville,MD,21032,463-47-4280,Y,46,14,Y,7,H,Rent,MI,118682983,CIQD46523053878708,High School,D,Total Loss,Ambulance,1,1,TN,Nashville,15,AGENT00543,VNDR00156
04-03-2021 0.00,TXN00006993,A00005042,PLC00000091,19-01-2011,24-02-2021,27-02-2021,Life,90.04,65000,Raymond Goodrich,154 Boca Lagoon Drive,,Panama City Beach,FL,32408,111-78-7407,Y,55,26,Y,4,L,Rent,LI,30599824,PKBL78870066389622,High School,A,Total Loss,Ambulance,1,1,KY,Louisville,14,AGENT00444,VNDR00282
04-03-2021 0.00,TXN00006994,A00005334,PLC00007493,04-09-2011,27-02-2021,28-02-2021,Health,104.05,6000,Brandy Lewis,140 West Cooper Avenue,,Aspen,CO,81611,499-28-3045,Y,25,26,Y,3,H,Rent,MI,116515515,JODR28832037352069,Masters,A,Minor Loss,Other,1,1,AL,Montgomery,6,AGENT00199,
04-03-2021 0.00,TXN00006995,A00000386,PLC00005423,08-10-2013,03-03-2021,03-03-2021,Health,114.2,20000,Nancy Rickley,107 Guaymas Place,,Davis,CA,95616,537-33-7571,Y,41,103,Y,5,L,Mortgage,MI,74834150,YXNO19210959214981,Bachelor,A,Minor Loss,Police,0,1,GA,Savannah,18,AGENT00483,
04-03-2021 0.00,TXN00006996,A00006110,PLC00001517,25-12-2019,21-02-2021,26-02-2021,Health,177.41,15000,Debbie Via,1207 Branch Lane,,Glen Burnie,MD,21061,171-32-5281,N,40,18,Y,5,M,Own,MI,49761821,DMWS59949997476987,Bachelor,A,Total Loss,Ambulance,1,1,FL,Panama City Beach,15,AGENT00842,
04-03-2021 0.00,TXN00006997,A00008072,PLC00001460,12-02-2012,02-03-2021,02-03-2021,Motor,72.61,6000,Elizabeth Fuentes,2704 McGee Avenue,R,Berkeley,CA,94703,781-98-5097,Y,25,18,Y,3,L,Mortgage,MI,58374348,BSLO17267594344521,Bachelor,A,Total Loss,Ambulance,1,1,TN,Nashville,20,AGENT00404,VNDR00404
04-03-2021 0.00,TXN00006998,A00008888,PLC00009058,22-10-2019,14-02-2021,19-02-2021,Property,148.17,16000,Ada Robinson,5611 North 61st Avenue,,Glendale,AZ,85301,829-90-7457,N,55,102,Y,5,H,Mortgage,MI,98004966,DMPZ77545260436039,Bachelor,A,Total Loss,Ambulance,1,0,AR,Fayetteville,16,AGENT00133,VNDR00591
